"id","dq_code","dq_name","dq_level","dq_parent"
"163","130634","曲阳县","3","河北省"
"164","130635","蠡县","3","河北省"
"165","130636","顺平县","3","河北省"
"166","130637","博野县","3","河北省"
"167","130638","雄县","3","河北省"
"168","130681","涿州市","3","河北省"
"169","130681","涿州","3","河北省"
"170","130682","定州市","3","河北省"
"171","130682","定州","3","河北省"
"172","130683","安国市","3","河北省"
"173","130683","安国","3","河北省"
"174","130684","高碑店市","3","河北省"
"175","130684","高碑店","3","河北省"
"176","130700","张家口市","2","河北省"
"177","130700","张家口","2","河北省"
"178","130701","市辖区","3","河北省"
"179","130702","桥东区","3","河北省"
"180","130703","桥西区","3","河北省"
"181","130705","宣化区","3","河北省"
"182","130706","下花园区","3","河北省"
"183","130721","宣化县","3","河北省"
"184","130722","张北县","3","河北省"
"185","130723","康保县","3","河北省"
"186","130724","沽源县","3","河北省"
"187","130725","尚义县","3","河北省"
"188","130726","蔚县","3","河北省"
"189","130727","阳原县","3","河北省"
"190","130728","怀安县","3","河北省"
"191","130729","万全县","3","河北省"
"192","130730","怀来县","3","河北省"
"193","130731","涿鹿县","3","河北省"
"194","130732","赤城县","3","河北省"
"195","130733","崇礼县","3","河北省"
"196","130800","承德市","2","河北省"
"197","130800","承德","2","河北省"
"198","130801","市辖区","3","河北省"
"199","130802","双桥区","3","河北省"
"200","130803","双滦区","3","河北省"
"201","130804","鹰手营子矿区","3","河北省"
"202","130821","承德县","3","河北省"
"203","130822","兴隆县","3","河北省"
"204","130823","平泉县","3","河北省"
"205","130824","滦平县","3","河北省"
"206","130825","隆化县","3","河北省"
"207","130826","丰宁满族自治县","3","河北省"
"208","130827","宽城满族自治县","3","河北省"
"209","130828","围场满族蒙古族自治县","3","河北省"
"210","130900","沧州市","2","河北省"
"211","130900","沧州","2","河北省"
"212","130901","市辖区","3","河北省"
"213","130902","新华区","3","河北省"
"214","130903","运河区","3","河北省"
"215","130921","沧县","3","河北省"
"216","130922","青县","3","河北省"
"217","130923","东光县","3","河北省"
"218","130924","海兴县","3","河北省"
"219","130925","盐山县","3","河北省"
"220","130926","肃宁县","3","河北省"
"221","130927","南皮县","3","河北省"
"222","130928","吴桥县","3","河北省"
"223","130929","献县","3","河北省"
"224","130930","孟村回族自治县","3","河北省"
"225","130981","泊头市","3","河北省"
"226","130981","泊头","3","河北省"
"227","130982","任丘市","3","河北省"
"228","130982","任丘","3","河北省"
"229","130983","黄骅市","3","河北省"
"230","130983","黄骅","3","河北省"
"231","130984","河间市","3","河北省"
"232","130984","河间","3","河北省"
"233","131000","廊坊市","2","河北省"
"234","131000","廊坊","2","河北省"
"235","131001","市辖区","3","河北省"
"236","131002","安次区","3","河北省"
"237","131003","广阳区","3","河北省"
"238","131022","固安县","3","河北省"
"239","131023","永清县","3","河北省"
"240","131024","香河县","3","河北省"
"241","131025","大城县","3","河北省"
"242","131026","文安县","3","河北省"
"243","131028","大厂回族自治县","3","河北省"
"244","131081","霸州市","3","河北省"
"245","131081","霸州","3","河北省"
"246","131082","三河市","3","河北省"
"247","131082","三河","3","河北省"
"248","131100","衡水市","2","河北省"
"249","131100","衡水","2","河北省"
"250","131101","市辖区","3","河北省"
"251","131102","桃城区","3","河北省"
"252","131121","枣强县","3","河北省"
"253","131122","武邑县","3","河北省"
"254","131123","武强县","3","河北省"
"255","131124","饶阳县","3","河北省"
"256","131125","安平县","3","河北省"
"257","131126","故城县","3","河北省"
"258","131127","景县","3","河北省"
"259","131128","阜城县","3","河北省"
"260","131181","冀州市","3","河北省"
"261","131181","冀州","3","河北省"
"262","131182","深州市","3","河北省"
"263","131182","深州","3","河北省"
"264","140000","山西省","1","山西省"
"265","140100","太原市","2","山西省"
"266","140100","太原","2","山西省"
"267","140101","市辖区","3","山西省"
"268","140105","小店区","3","山西省"
"269","140106","迎泽区","3","山西省"
"270","140107","杏花岭区","3","山西省"
"271","140108","尖草坪区","3","山西省"
"272","140109","万柏林区","3","山西省"
"273","140110","晋源区","3","山西省"
"274","140121","清徐县","3","山西省"
"275","140122","阳曲县","3","山西省"
"276","140123","娄烦县","3","山西省"
"277","140181","古交市","3","山西省"
"278","140181","古交","3","山西省"
"279","140200","大同市","2","山西省"
"280","140200","大同","2","山西省"
"281","140201","市辖区","3","山西省"
"282","140202","城区","3","山西省"
"283","140203","矿区","3","山西省"
"284","140211","南郊区","3","山西省"
"285","140212","新荣区","3","山西省"
"286","140221","阳高县","3","山西省"
"287","140222","天镇县","3","山西省"
"288","140223","广灵县","3","山西省"
"289","140224","灵丘县","3","山西省"
"290","140225","浑源县","3","山西省"
"291","140226","左云县","3","山西省"
"292","140227","大同县","3","山西省"
"293","140300","阳泉市","2","山西省"
"294","140300","阳泉","2","山西省"
"295","140301","市辖区","3","山西省"
"296","140302","城区","3","山西省"
"297","140303","矿区","3","山西省"
"298","140311","郊区","3","山西省"
"299","140321","平定县","3","山西省"
"300","140322","盂县","3","山西省"
"301","140400","长治市","2","山西省"
"302","140400","长治","2","山西省"
"303","140401","市辖区","3","山西省"
"304","140402","城区","3","山西省"
"305","140411","郊区","3","山西省"
"306","140421","长治县","3","山西省"
"307","140423","襄垣县","3","山西省"
"308","140424","屯留县","3","山西省"
"309","140425","平顺县","3","山西省"
"310","140426","黎城县","3","山西省"
"311","140427","壶关县","3","山西省"
"312","140428","长子县","3","山西省"
"313","140429","武乡县","3","山西省"
"314","140430","沁县","3","山西省"
"315","140431","沁源县","3","山西省"
"316","140481","潞城市","3","山西省"
"317","140481","潞城","3","山西省"
"318","140500","晋城市","2","山西省"
"319","140500","晋城","2","山西省"
"320","140501","市辖区","3","山西省"
"321","140502","城区","3","山西省"
"322","140521","沁水县","3","山西省"
"323","140522","阳城县","3","山西省"
"324","140524","陵川县","3","山西省"
"325","140525","泽州县","3","山西省"
"326","140581","高平市","3","山西省"
"327","140581","高平","3","山西省"
"328","140600","朔州市","2","山西省"
"329","140600","朔州","2","山西省"
"330","140601","市辖区","3","山西省"
"331","140602","朔城区","3","山西省"
"332","140603","平鲁区","3","山西省"
"333","140621","山阴县","3","山西省"
"334","140622","应县","3","山西省"
"335","140623","右玉县","3","山西省"
"336","140624","怀仁县","3","山西省"
"337","140700","晋中市","2","山西省"
"338","140700","晋中","2","山西省"
"339","140701","市辖区","3","山西省"
"340","140702","榆次区","3","山西省"
"341","140721","榆社县","3","山西省"
"342","140722","左权县","3","山西省"
"343","140723","和顺县","3","山西省"
"344","140724","昔阳县","3","山西省"
"345","140725","寿阳县","3","山西省"
"346","140726","太谷县","3","山西省"
"347","140727","祁县","3","山西省"
"348","140728","平遥县","3","山西省"
"349","140729","灵石县","3","山西省"
"350","140781","介休市","3","山西省"
"351","140781","介休","3","山西省"
"352","140800","运城市","2","山西省"
"353","140800","运城","2","山西省"
"354","140801","市辖区","3","山西省"
"355","140802","盐湖区","3","山西省"
"356","140821","临猗县","3","山西省"
"357","140822","万荣县","3","山西省"
"358","140823","闻喜县","3","山西省"
"359","140824","稷山县","3","山西省"
"360","140825","新绛县","3","山西省"
"361","140826","绛县","3","山西省"
"362","140827","垣曲县","3","山西省"
"363","140828","夏县","3","山西省"
"364","140829","平陆县","3","山西省"
"365","140830","芮城县","3","山西省"
"366","140881","永济市","3","山西省"
"367","140881","永济","3","山西省"
"368","140882","河津市","3","山西省"
"369","140882","河津","3","山西省"
"370","140900","忻州市","2","山西省"
"371","140900","忻州","2","山西省"
"372","140901","市辖区","3","山西省"
"373","140902","忻府区","3","山西省"
"374","140921","定襄县","3","山西省"
"375","140922","五台县","3","山西省"
"376","140923","代县","3","山西省"
"377","140924","繁峙县","3","山西省"
"378","140925","宁武县","3","山西省"
"379","140926","静乐县","3","山西省"
"380","140927","神池县","3","山西省"
"381","140928","五寨县","3","山西省"
"382","140929","岢岚县","3","山西省"
"383","140930","河曲县","3","山西省"
"384","140931","保德县","3","山西省"
"385","140932","偏关县","3","山西省"
"386","140981","原平市","3","山西省"
"387","140981","原平","3","山西省"
"388","141000","临汾市","2","山西省"
"389","141000","临汾","2","山西省"
"390","141001","市辖区","3","山西省"
"391","141002","尧都区","3","山西省"
"392","141021","曲沃县","3","山西省"
"393","141022","翼城县","3","山西省"
"394","141023","襄汾县","3","山西省"
"395","141024","洪洞县","3","山西省"
"396","141025","古县","3","山西省"
"397","141026","安泽县","3","山西省"
"398","141027","浮山县","3","山西省"
"399","141028","吉县","3","山西省"
"400","141029","乡宁县","3","山西省"
"401","141030","大宁县","3","山西省"
"402","141031","隰县","3","山西省"
"403","141032","永和县","3","山西省"
"404","141033","蒲县","3","山西省"
"405","141034","汾西县","3","山西省"
"406","141081","侯马市","3","山西省"
"407","141081","侯马","3","山西省"
"408","141082","霍州市","3","山西省"
"409","141082","霍州","3","山西省"
"410","141100","吕梁市","2","山西省"
"411","141100","吕梁","2","山西省"
"412","141101","市辖区","3","山西省"
"413","141102","离石区","3","山西省"
"414","141121","文水县","3","山西省"
"415","141122","交城县","3","山西省"
"416","141123","兴县","3","山西省"
"417","141124","临县","3","山西省"
"418","141125","柳林县","3","山西省"
"419","141126","石楼县","3","山西省"
"420","141127","岚县","3","山西省"
"421","141128","方山县","3","山西省"
"422","141129","中阳县","3","山西省"
"423","141130","交口县","3","山西省"
"424","141181","孝义市","3","山西省"
"425","141181","孝义","3","山西省"
"426","141182","汾阳市","3","山西省"
"427","141182","汾阳","3","山西省"
"428","150000","内蒙古自治区","1","内蒙古自治区"
"429","150100","呼和浩特市","2","内蒙古自治区"
"430","150100","呼和浩特","2","内蒙古自治区"
"431","150101","市辖区","3","内蒙古自治区"
"432","150102","新城区","3","内蒙古自治区"
"433","150103","回民区","3","内蒙古自治区"
"434","150104","玉泉区","3","内蒙古自治区"
"435","150105","赛罕区","3","内蒙古自治区"
"436","150121","土默特左旗","3","内蒙古自治区"
"437","150122","托克托县","3","内蒙古自治区"
"438","150123","和林格尔县","3","内蒙古自治区"
"439","150124","清水河县","3","内蒙古自治区"
"440","150125","武川县","3","内蒙古自治区"
"441","150200","包头市","2","内蒙古自治区"
"442","150200","包头","2","内蒙古自治区"
"443","150201","市辖区","3","内蒙古自治区"
"444","150202","东河区","3","内蒙古自治区"
"445","150203","昆都仑区","3","内蒙古自治区"
"446","150204","青山区","3","内蒙古自治区"
"447","150205","石拐区","3","内蒙古自治区"
"448","150206","白云鄂博矿区","3","内蒙古自治区"
"449","150207","九原区","3","内蒙古自治区"
"450","150221","土默特右旗","3","内蒙古自治区"
"451","150222","固阳县","3","内蒙古自治区"
"452","150223","达尔罕茂明安联合旗","3","内蒙古自治区"
"453","150300","乌海市","2","内蒙古自治区"
"454","150300","乌海","2","内蒙古自治区"
"455","150301","市辖区","3","内蒙古自治区"
"456","150302","海勃湾区","3","内蒙古自治区"
"457","150303","海南区","3","内蒙古自治区"
"458","150304","乌达区","3","内蒙古自治区"
"459","150400","赤峰市","2","内蒙古自治区"
"460","150400","赤峰","2","内蒙古自治区"
"461","150401","市辖区","3","内蒙古自治区"
"462","150402","红山区","3","内蒙古自治区"
"463","150403","元宝山区","3","内蒙古自治区"
"464","150404","松山区","3","内蒙古自治区"
"465","150421","阿鲁科尔沁旗","3","内蒙古自治区"
"466","150422","巴林左旗","3","内蒙古自治区"
"467","150423","巴林右旗","3","内蒙古自治区"
"468","150424","林西县","3","内蒙古自治区"
"469","150425","克什克腾旗","3","内蒙古自治区"
"470","150426","翁牛特旗","3","内蒙古自治区"
"471","150428","喀喇沁旗","3","内蒙古自治区"
"472","150429","宁城县","3","内蒙古自治区"
"473","150430","敖汉旗","3","内蒙古自治区"
"474","150500","通辽市","2","内蒙古自治区"
"475","150500","通辽","2","内蒙古自治区"
"476","150501","市辖区","3","内蒙古自治区"
"477","150502","科尔沁区","3","内蒙古自治区"
"478","150521","科尔沁左翼中旗","3","内蒙古自治区"
"479","150522","科尔沁左翼后旗","3","内蒙古自治区"
"480","150523","开鲁县","3","内蒙古自治区"
"481","150524","库伦旗","3","内蒙古自治区"
"482","150525","奈曼旗","3","内蒙古自治区"
"483","150526","扎鲁特旗","3","内蒙古自治区"
"484","150581","霍林郭勒市","3","内蒙古自治区"
"485","150581","霍林郭勒","3","内蒙古自治区"
"486","150600","鄂尔多斯市","2","内蒙古自治区"
"487","150600","鄂尔多斯","2","内蒙古自治区"
"488","150601","市辖区","3","内蒙古自治区"
"489","150602","东胜区","3","内蒙古自治区"
"490","150621","达拉特旗","3","内蒙古自治区"
"491","150622","准格尔旗","3","内蒙古自治区"
"492","150623","鄂托克前旗","3","内蒙古自治区"
"493","150624","鄂托克旗","3","内蒙古自治区"
"494","150625","杭锦旗","3","内蒙古自治区"
"495","150626","乌审旗","3","内蒙古自治区"
"496","150627","伊金霍洛旗","3","内蒙古自治区"
"497","150700","呼伦贝尔市","2","内蒙古自治区"
"498","150700","呼伦贝尔","2","内蒙古自治区"
"499","150701","市辖区","3","内蒙古自治区"
"500","150702","海拉尔区","3","内蒙古自治区"
"501","150703","扎赉诺尔区","3","内蒙古自治区"
"502","150721","阿荣旗","3","内蒙古自治区"
"503","150722","莫力达瓦达斡尔族自治","3","内蒙古自治区"
"504","150723","鄂伦春自治旗","3","内蒙古自治区"
"505","150724","鄂温克族自治旗","3","内蒙古自治区"
"506","150725","陈巴尔虎旗","3","内蒙古自治区"
"507","150726","新巴尔虎左旗","3","内蒙古自治区"
"508","150727","新巴尔虎右旗","3","内蒙古自治区"
"509","150781","满洲里市","3","内蒙古自治区"
"510","150781","满洲里","3","内蒙古自治区"
"511","150782","牙克石市","3","内蒙古自治区"
"512","150782","牙克石","3","内蒙古自治区"
"513","150783","扎兰屯市","3","内蒙古自治区"
"514","150783","扎兰屯","3","内蒙古自治区"
"515","150784","额尔古纳市","3","内蒙古自治区"
"516","150784","额尔古纳","3","内蒙古自治区"
"517","150785","根河市","3","内蒙古自治区"
"518","150785","根河","3","内蒙古自治区"
"519","150800","巴彦淖尔市","2","内蒙古自治区"
"520","150800","巴彦淖尔","2","内蒙古自治区"
"521","150801","市辖区","3","内蒙古自治区"
"522","150802","临河区","3","内蒙古自治区"
"523","150821","五原县","3","内蒙古自治区"
"524","150822","磴口县","3","内蒙古自治区"
"525","150823","乌拉特前旗","3","内蒙古自治区"
"526","150824","乌拉特中旗","3","内蒙古自治区"
"527","150825","乌拉特后旗","3","内蒙古自治区"
"528","150826","杭锦后旗","3","内蒙古自治区"
"529","150900","乌兰察布市","2","内蒙古自治区"
"530","150900","乌兰察布","2","内蒙古自治区"
"531","150901","市辖区","3","内蒙古自治区"
"532","150902","集宁区","3","内蒙古自治区"
"533","150921","卓资县","3","内蒙古自治区"
"534","150922","化德县","3","内蒙古自治区"
"535","150923","商都县","3","内蒙古自治区"
"536","150924","兴和县","3","内蒙古自治区"
"537","150925","凉城县","3","内蒙古自治区"
"538","150926","察哈尔右翼前旗","3","内蒙古自治区"
"539","150927","察哈尔右翼中旗","3","内蒙古自治区"
"540","150928","察哈尔右翼后旗","3","内蒙古自治区"
"541","150929","四子王旗","3","内蒙古自治区"
"542","150981","丰镇市","3","内蒙古自治区"
"543","150981","丰镇","3","内蒙古自治区"
"544","152200","兴安盟","2","内蒙古自治区"
"545","152201","乌兰浩特市","3","内蒙古自治区"
"546","152201","乌兰浩特","3","内蒙古自治区"
"547","152202","阿尔山市","3","内蒙古自治区"
"548","152202","阿尔山","3","内蒙古自治区"
"549","152221","科尔沁右翼前旗","3","内蒙古自治区"
"550","152222","科尔沁右翼中旗","3","内蒙古自治区"
"551","152223","扎赉特旗","3","内蒙古自治区"
"552","152224","突泉县","3","内蒙古自治区"
"553","152500","锡林郭勒盟","2","内蒙古自治区"
"554","152501","二连浩特市","3","内蒙古自治区"
"555","152501","二连浩特","3","内蒙古自治区"
"556","152502","锡林浩特市","3","内蒙古自治区"
"557","152502","锡林浩特","3","内蒙古自治区"
"558","152522","阿巴嘎旗","3","内蒙古自治区"
"559","152523","苏尼特左旗","3","内蒙古自治区"
"560","152524","苏尼特右旗","3","内蒙古自治区"
"561","152525","东乌珠穆沁旗","3","内蒙古自治区"
"562","152526","西乌珠穆沁旗","3","内蒙古自治区"
"563","152527","太仆寺旗","3","内蒙古自治区"
"564","152528","镶黄旗","3","内蒙古自治区"
"565","152529","正镶白旗","3","内蒙古自治区"
"566","152530","正蓝旗","3","内蒙古自治区"
"567","152531","多伦县","3","内蒙古自治区"
"568","152900","阿拉善盟","2","内蒙古自治区"
"569","152921","阿拉善左旗","3","内蒙古自治区"
"570","152922","阿拉善右旗","3","内蒙古自治区"
"571","152923","额济纳旗","3","内蒙古自治区"
"572","210000","辽宁省","1","辽宁省"
"573","210100","沈阳市","2","辽宁省"
"574","210100","沈阳","2","辽宁省"
"575","210101","市辖区","3","辽宁省"
"576","210102","和平区","3","辽宁省"
"577","210103","沈河区","3","辽宁省"
"578","210104","大东区","3","辽宁省"
"579","210105","皇姑区","3","辽宁省"
"580","210106","铁西区","3","辽宁省"
"581","210111","苏家屯区","3","辽宁省"
"582","210112","浑南区","3","辽宁省"
"583","210113","沈北新区","3","辽宁省"
"584","210114","于洪区","3","辽宁省"
"585","210122","辽中县","3","辽宁省"
"586","210123","康平县","3","辽宁省"
"587","210124","法库县","3","辽宁省"
"588","210181","新民市","3","辽宁省"
"589","210181","新民","3","辽宁省"
"590","210200","大连市","2","辽宁省"
"591","210200","大连","2","辽宁省"
"592","210201","市辖区","3","辽宁省"
"593","210202","中山区","3","辽宁省"
"594","210203","西岗区","3","辽宁省"
"595","210204","沙河口区","3","辽宁省"
"596","210211","甘井子区","3","辽宁省"
"597","210212","旅顺口区","3","辽宁省"
"598","210213","金州区","3","辽宁省"
"599","210224","长海县","3","辽宁省"
"600","210281","瓦房店市","3","辽宁省"
"601","210281","瓦房店","3","辽宁省"
"602","210282","普兰店市","3","辽宁省"
"603","210282","普兰店","3","辽宁省"
"604","210283","庄河市","3","辽宁省"
"605","210283","庄河","3","辽宁省"
"606","210300","鞍山市","2","辽宁省"
"607","210300","鞍山","2","辽宁省"
"608","210301","市辖区","3","辽宁省"
"609","210302","铁东区","3","辽宁省"
"610","210303","铁西区","3","辽宁省"
"611","210304","立山区","3","辽宁省"
"612","210311","千山区","3","辽宁省"
"613","210321","台安县","3","辽宁省"
"614","210323","岫岩满族自治县","3","辽宁省"
"615","210381","海城市","3","辽宁省"
"616","210381","海城","3","辽宁省"
"617","210400","抚顺市","2","辽宁省"
"618","210400","抚顺","2","辽宁省"
"619","210401","市辖区","3","辽宁省"
"620","210402","新抚区","3","辽宁省"
"621","210403","东洲区","3","辽宁省"
"622","210404","望花区","3","辽宁省"
"623","210411","顺城区","3","辽宁省"
"624","210421","抚顺县","3","辽宁省"
"625","210422","新宾满族自治县","3","辽宁省"
"626","210423","清原满族自治县","3","辽宁省"
"627","210500","本溪市","2","辽宁省"
"628","210500","本溪","2","辽宁省"
"629","210501","市辖区","3","辽宁省"
"630","210502","平山区","3","辽宁省"
"631","210503","溪湖区","3","辽宁省"
"632","210504","明山区","3","辽宁省"
"633","210505","南芬区","3","辽宁省"
"634","210521","本溪满族自治县","3","辽宁省"
"635","210522","桓仁满族自治县","3","辽宁省"
"636","210600","丹东市","2","辽宁省"
"637","210600","丹东","2","辽宁省"
"638","210601","市辖区","3","辽宁省"
"639","210602","元宝区","3","辽宁省"
"640","210603","振兴区","3","辽宁省"
"641","210604","振安区","3","辽宁省"
"642","210624","宽甸满族自治县","3","辽宁省"
"643","210681","东港市","3","辽宁省"
"644","210681","东港","3","辽宁省"
"645","210682","凤城市","3","辽宁省"
"646","210682","凤城","3","辽宁省"
"647","210700","锦州市","2","辽宁省"
"648","210700","锦州","2","辽宁省"
"649","210701","市辖区","3","辽宁省"
"650","210702","古塔区","3","辽宁省"
"651","210703","凌河区","3","辽宁省"
"652","210711","太和区","3","辽宁省"
"653","210726","黑山县","3","辽宁省"
"654","210727","义县","3","辽宁省"
"655","210781","凌海市","3","辽宁省"
"656","210781","凌海","3","辽宁省"
"657","210782","北镇市","3","辽宁省"
"658","210782","北镇","3","辽宁省"
"659","210800","营口市","2","辽宁省"
"660","210800","营口","2","辽宁省"
"661","210801","市辖区","3","辽宁省"
"662","210802","站前区","3","辽宁省"
"663","210803","西市区","3","辽宁省"
"664","210804","鲅鱼圈区","3","辽宁省"
"665","210811","老边区","3","辽宁省"
"666","210881","盖州市","3","辽宁省"
"667","210881","盖州","3","辽宁省"
"668","210882","大石桥市","3","辽宁省"
"669","210882","大石桥","3","辽宁省"
"670","210900","阜新市","2","辽宁省"
"671","210900","阜新","2","辽宁省"
"672","210901","市辖区","3","辽宁省"
"673","210902","海州区","3","辽宁省"
"674","210903","新邱区","3","辽宁省"
"675","210904","太平区","3","辽宁省"
"676","210905","清河门区","3","辽宁省"
"677","210911","细河区","3","辽宁省"
"678","210921","阜新蒙古族自治县","3","辽宁省"
"679","210922","彰武县","3","辽宁省"
"680","211000","辽阳市","2","辽宁省"
"681","211000","辽阳","2","辽宁省"
"682","211001","市辖区","3","辽宁省"
"683","211002","白塔区","3","辽宁省"
"684","211003","文圣区","3","辽宁省"
"685","211004","宏伟区","3","辽宁省"
"686","211005","弓长岭区","3","辽宁省"
"687","211011","太子河区","3","辽宁省"
"688","211021","辽阳县","3","辽宁省"
"689","211081","灯塔市","3","辽宁省"
"690","211081","灯塔","3","辽宁省"
"691","211100","盘锦市","2","辽宁省"
"692","211100","盘锦","2","辽宁省"
"693","211101","市辖区","3","辽宁省"
"694","211102","双台子区","3","辽宁省"
"695","211103","兴隆台区","3","辽宁省"
"696","211121","大洼县","3","辽宁省"
"697","211122","盘山县","3","辽宁省"
"698","211200","铁岭市","2","辽宁省"
"699","211200","铁岭","2","辽宁省"
"700","211201","市辖区","3","辽宁省"
"701","211202","银州区","3","辽宁省"
"702","211204","清河区","3","辽宁省"
"703","211221","铁岭县","3","辽宁省"
"704","211223","西丰县","3","辽宁省"
"705","211224","昌图县","3","辽宁省"
"706","211281","调兵山市","3","辽宁省"
"707","211281","调兵山","3","辽宁省"
